station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
EHLE,2020-05-23 17:55,60.80,44.60,55.12,240.00,20.00,0.00,30.18,M,6.21,30.00,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 231755Z AUTO 24020G30KT 9999 NCD 16/07 Q1022 NOSIG
EHLW,2020-05-23 17:55,59.00,46.40,62.92,240.00,18.00,0.00,30.12,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLW 231755Z AUTO 24018KT 9999 NCD 15/08 Q1020 BLU
EHAM,2020-05-23 17:55,59.00,46.40,62.92,240.00,20.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 231755Z 24020KT 210V270 CAVOK 15/08 Q1022 NOSIG
EHAK,2020-05-23 17:55,53.60,46.40,76.50,240.00,32.00,0.00,29.91,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 231755Z AUTO 24032KT 9999 NSC 12/08 Q1013
EHDV,2020-05-23 17:55,53.60,44.60,71.45,250.00,22.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231755Z AUTO 25022KT //// // ///////// 12/07 Q1016 RE//
EHFD,2020-05-23 17:55,53.60,46.40,76.50,0.00,0.00,0.00,29.97,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 231755Z AUTO 00000KT 9999 NSC 12/08 Q1015
EHFZ,2020-05-23 17:55,55.40,46.40,71.64,230.00,25.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231755Z AUTO 23025KT 9999 NSC 13/08 Q1017
EHJA,2020-05-23 17:55,53.60,46.40,76.50,230.00,23.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231755Z AUTO 23023KT 9999 NSC 12/08 Q1018
EHVK,2020-05-23 17:55,60.80,42.80,51.45,250.00,13.00,0.00,30.21,M,6.21,M,FEW,M,M,M,5400.00,M,M,M,M,M,M,M,M,M,M,M,EHVK 231755Z AUTO 25013KT 230V300 9999 FEW054 16/06 Q1023 BLU
EHVL,2020-05-23 17:55,57.20,48.20,71.83,230.00,24.00,0.00,30.12,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVL 231755Z AUTO 23024KT 9999 NCD 14/09 Q1020 BLU
EHWO,2020-05-23 17:55,62.60,44.60,51.72,260.00,17.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,4500.00,6000.00,M,M,M,M,M,M,M,M,M,M,EHWO 231755Z AUTO 26017KT 230V290 9999 FEW045 SCT060 17/07 Q1024 BLU
EHQE,2020-05-23 17:55,55.40,48.20,76.66,190.00,29.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 231755Z AUTO 19029KT 9999 NSC 13/09 Q1020
EHJR,2020-05-23 17:55,55.40,46.40,71.64,230.00,25.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231755Z AUTO 23025KT //// // ///////// 13/08 Q1019 RE// W12/H17
EHKV,2020-05-23 17:55,55.40,46.40,71.64,150.00,25.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231755Z AUTO 15025KT 9999 NSC 13/08 Q1020
EHMA,2020-05-23 17:55,59.00,46.40,62.92,250.00,25.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 231755Z AUTO 25025KT 9999 NSC 15/08 Q1020 REDZ
EHMG,2020-05-23 17:55,55.40,48.20,76.66,230.00,32.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231755Z AUTO 23032KT 9999 NSC 13/09 Q1019
EHPG,2020-05-23 17:55,55.40,50.00,81.99,230.00,32.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231755Z AUTO 23032KT 9999 NSC 13/10 Q1021
EHSA,2020-05-23 17:55,55.40,50.00,81.99,210.00,28.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231755Z AUTO 21028KT 9999 ///////// 13/10 Q1023 W10/H22
EHSC,2020-05-23 17:55,55.40,50.00,81.99,240.00,27.00,0.00,30.18,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231755Z AUTO 24027KT 9000 ///////// 13/10 Q1022 W13/H18
EHHW,2020-05-23 17:55,55.40,48.20,76.66,240.00,23.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231755Z AUTO 24023KT 9999 NSC 13/09 Q1019
EHFS,2020-05-23 18:25,59.00,46.40,62.92,240.00,28.00,0.00,30.24,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231825Z AUTO 24028KT 9999 NSC 15/08 Q1024
EHRD,2020-05-23 18:25,59.00,46.40,62.92,230.00,20.00,0.00,30.21,M,6.21,33.00,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 231825Z AUTO 23020G33KT 190V260 9999 NCD 15/08 Q1023 NOSIG
EHEH,2020-05-23 18:25,62.60,39.20,42.00,270.00,12.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHEH 231825Z AUTO 27012KT 220V310 9999 NCD 17/04 Q1024 BLU
EHBK,2020-05-23 18:25,60.80,37.40,41.71,250.00,13.00,0.00,30.27,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 231825Z AUTO 25013KT 210V290 9999 NSC 16/03 Q1025 NOSIG
EHDL,2020-05-23 18:25,60.80,42.80,51.45,240.00,16.00,0.00,30.21,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHDL 231825Z AUTO 24016KT 170V300 9999 NCD 16/06 Q1023 BLU
EHGG,2020-05-23 18:25,59.00,44.60,58.77,250.00,14.00,0.00,30.15,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,EHGG 231825Z AUTO 25014KT 220V280 9999 FEW040 15/07 Q1021 NOSIG
EHGR,2020-05-23 18:25,60.80,41.00,48.00,260.00,12.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGR 231825Z AUTO 26012KT 230V300 9999 NCD 16/05 Q1024 BLU
EHKD,2020-05-23 18:25,57.20,48.20,71.83,230.00,19.00,0.00,30.15,M,6.21,M,BKN,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,M,EHKD 231825Z AUTO 23019KT 200V260 9999 BKN260 14/09 Q1021 BLU
EHLE,2020-05-23 18:25,60.80,41.00,48.00,250.00,20.00,0.00,30.18,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 231825Z AUTO 25020KT 220V280 9999 NCD 16/05 Q1022 NOSIG
EHLW,2020-05-23 18:25,59.00,44.60,58.77,240.00,20.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,8300.00,9000.00,M,M,M,M,M,M,M,M,M,M,EHLW 231825Z AUTO 24020KT 200V270 9999 FEW083 SCT090 15/07 Q1020 BLU
EHAM,2020-05-23 18:25,59.00,46.40,62.92,240.00,19.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 231825Z 24019KT CAVOK 15/08 Q1022 NOSIG
EHAK,2020-05-23 18:25,53.60,46.40,76.50,240.00,32.00,0.00,29.91,M,6.21,M,FEW,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,M,EHAK 231825Z AUTO 24032KT 9999 FEW048/// 12/08 Q1013
EHDV,2020-05-23 18:25,55.40,44.60,66.91,260.00,23.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231825Z AUTO 26023KT //// // ///////// 13/07 Q1016 RE//
EHFD,2020-05-23 18:25,53.60,46.40,76.50,0.00,0.00,0.00,29.97,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 231825Z AUTO 00000KT 9999 NSC 12/08 Q1015
EHFZ,2020-05-23 18:25,55.40,44.60,66.91,240.00,22.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231825Z AUTO 24022KT 9999 NSC 13/07 Q1018
EHJA,2020-05-23 18:25,55.40,44.60,66.91,240.00,25.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231825Z AUTO 24025KT 9999 NSC 13/07 Q1018
EHVK,2020-05-23 18:25,60.80,39.20,44.76,270.00,13.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVK 231825Z AUTO 27013KT 230V310 9999 NCD 16/04 Q1024 BLU
EHVL,2020-05-23 18:25,57.20,46.40,67.12,230.00,27.00,0.00,30.12,M,6.21,M,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,EHVL 231825Z AUTO 23027KT 9999 FEW095 14/08 Q1020 BLU
EHWO,2020-05-23 18:25,60.80,44.60,55.12,260.00,16.00,0.00,30.24,M,6.21,M,FEW,BKN,M,M,4100.00,20000.00,M,M,M,M,M,M,M,M,M,M,EHWO 231825Z AUTO 26016KT 230V300 9999 FEW041 BKN200 16/07 Q1024 BLU
EHQE,2020-05-23 18:25,55.40,48.20,76.66,190.00,26.00,0.00,30.12,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,EHQE 231825Z AUTO 19026KT 9999 FEW015CB 13/09 Q1020
EHJR,2020-05-23 18:25,55.40,48.20,76.66,230.00,21.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231825Z AUTO 23021KT //// // ///////// 13/09 Q1020 RE// W12/H16
EHKV,2020-05-23 18:25,55.40,48.20,76.66,130.00,29.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231825Z AUTO 13029KT 9999 NSC 13/09 Q1020
EHMA,2020-05-23 18:25,59.00,44.60,58.77,240.00,23.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 231825Z AUTO 24023KT 9999 NSC 15/07 Q1020
EHMG,2020-05-23 18:25,55.40,48.20,76.66,230.00,30.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231825Z AUTO 23030KT 9999 NSC 13/09 Q1019
EHPG,2020-05-23 18:25,55.40,50.00,81.99,230.00,28.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,M,EHPG 231825Z AUTO 23028KT 9999 FEW031 13/10 Q1021
EHSA,2020-05-23 18:25,55.40,50.00,81.99,210.00,28.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231825Z AUTO 21028KT 9999 ///////// 13/10 Q1023 W10/H23
EHSC,2020-05-23 18:25,55.40,50.00,81.99,240.00,29.00,0.00,30.18,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231825Z AUTO 24029KT 9000 ///////// 13/10 Q1022 W13/H19
EHHW,2020-05-23 18:25,55.40,48.20,76.66,240.00,25.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231825Z AUTO 24025KT 9999 NSC 13/09 Q1019
EHVL,2020-05-23 18:50,53.60,46.40,76.50,240.00,32.00,0.00,30.12,M,3.73,M,FEW,BKN,OVC,M,3500.00,7000.00,7600.00,M,-RADZ,M,M,M,M,M,M,M,EHVL 231850Z AUTO 24032KT 6000 -RADZ FEW035 BKN070 OVC076 12/08 Q1020 WHT
EHFS,2020-05-23 18:55,59.00,46.40,62.92,240.00,25.00,0.00,30.24,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231855Z AUTO 24025KT 9999 NSC 15/08 Q1024
EHRD,2020-05-23 18:55,59.00,46.40,62.92,240.00,17.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 231855Z AUTO 24017KT 200V010 9999 NSC 15/08 Q1023 NOSIG
EHEH,2020-05-23 18:55,60.80,39.20,44.76,260.00,10.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHEH 231855Z AUTO 26010KT 220V310 9999 NCD 16/04 Q1024 BLU
EHBK,2020-05-23 18:55,60.80,35.60,38.85,260.00,11.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 231855Z AUTO 26011KT 220V320 9999 NCD 16/02 Q1025 NOSIG
EHDL,2020-05-23 18:55,59.00,42.80,54.86,240.00,12.00,0.00,30.21,M,6.21,M,FEW,M,M,M,8300.00,M,M,M,M,M,M,M,M,M,M,M,EHDL 231855Z AUTO 24012KT 190V320 9999 FEW083 15/06 Q1023 BLU
EHGG,2020-05-23 18:55,59.00,44.60,58.77,240.00,12.00,0.00,30.15,M,6.21,M,SCT,SCT,M,M,3700.00,4700.00,M,M,M,M,M,M,M,M,M,M,EHGG 231855Z AUTO 24012KT 200V280 9999 SCT037 SCT047 15/07 Q1021 NOSIG
EHGR,2020-05-23 18:55,60.80,42.80,51.45,260.00,9.00,0.00,30.24,M,6.21,19.00,FEW,BKN,M,M,4700.00,23000.00,M,M,M,M,M,M,M,M,M,M,EHGR 231855Z AUTO 26009G19KT 230V290 9999 FEW047 BKN230 16/06 Q1024 BLU
EHKD,2020-05-23 18:55,57.20,48.20,71.83,230.00,20.00,0.00,30.15,M,6.21,M,FEW,BKN,BKN,BKN,1800.00,6300.00,7500.00,8100.00,M,M,M,M,M,M,M,M,EHKD 231855Z AUTO 23020KT 210V270 9999 FEW018CB BKN063 BKN075 BKN081 14/09 Q1021 BLU
EHLE,2020-05-23 18:55,59.00,42.80,54.86,250.00,16.00,0.00,30.18,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 231855Z AUTO 25016KT 210V290 9999 NCD 15/06 Q1022 NOSIG
EHLW,2020-05-23 18:55,59.00,44.60,58.77,240.00,19.00,0.00,30.15,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLW 231855Z AUTO 24019KT 210V280 9999 NCD 15/07 Q1021 BLU
EHAM,2020-05-23 18:55,59.00,46.40,62.92,240.00,21.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 231855Z 24021KT CAVOK 15/08 Q1022 NOSIG
EHAK,2020-05-23 18:55,53.60,46.40,76.50,240.00,32.00,0.00,29.91,M,6.21,M,SCT,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,M,EHAK 231855Z AUTO 24032KT 9999 SCT048/// 12/08 Q1013
EHDV,2020-05-23 18:55,53.60,44.60,71.45,250.00,20.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231855Z AUTO 25020KT //// // ///////// 12/07 Q1017 RE//
EHFD,2020-05-23 18:55,53.60,46.40,76.50,0.00,0.00,0.00,29.97,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 231855Z AUTO 00000KT 9999 NSC 12/08 Q1015 RE//
EHFZ,2020-05-23 18:55,55.40,44.60,66.91,240.00,21.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231855Z AUTO 24021KT 9999 NSC 13/07 Q1018
EHJA,2020-05-23 18:55,55.40,44.60,66.91,240.00,26.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231855Z AUTO 24026KT 9999 NSC 13/07 Q1018
EHVK,2020-05-23 18:55,60.80,42.80,51.45,260.00,9.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVK 231855Z AUTO 26009KT 230V290 9999 NCD 16/06 Q1024 BLU
EHVL,2020-05-23 18:55,51.80,48.20,87.47,240.00,29.00,0.00,30.12,M,3.11,M,FEW,BKN,BKN,M,3500.00,4900.00,6400.00,M,+DZ,M,M,M,M,M,M,M,EHVL 231855Z AUTO 24029KT 5000 +DZ FEW035 BKN049 BKN064 11/09 Q1020 WHT
EHWO,2020-05-23 18:55,59.00,42.80,54.86,240.00,15.00,0.00,30.24,M,6.21,M,FEW,M,M,M,8300.00,M,M,M,M,M,M,M,M,M,M,M,EHWO 231855Z AUTO 24015KT 210V270 9999 FEW083 15/06 Q1024 BLU
EHQE,2020-05-23 18:55,55.40,48.20,76.66,190.00,30.00,0.00,30.12,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,EHQE 231855Z AUTO 19030KT 9999 FEW018CB 13/09 Q1020
EHJR,2020-05-23 18:55,57.20,46.40,67.12,260.00,22.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231855Z AUTO 26022KT //// // ///////// 14/08 Q1020 RE// W12/H18
EHKV,2020-05-23 18:55,55.40,48.20,76.66,150.00,24.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231855Z AUTO 15024KT 9999 NSC 13/09 Q1021
EHMA,2020-05-23 18:55,59.00,46.40,62.92,240.00,23.00,0.00,30.12,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 231855Z AUTO 24023KT 9999 NCD 15/08 Q1020
EHMG,2020-05-23 18:55,55.40,50.00,81.99,230.00,30.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231855Z AUTO 23030KT 9999 NSC 13/10 Q1020
EHPG,2020-05-23 18:55,55.40,50.00,81.99,230.00,33.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231855Z AUTO 23033KT 9999 NSC 13/10 Q1021
EHSA,2020-05-23 18:55,55.40,50.00,81.99,220.00,28.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231855Z AUTO 22028KT 9999 ///////// 13/10 Q1023 W10/H20
EHSC,2020-05-23 18:55,55.40,50.00,81.99,240.00,27.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231855Z AUTO 24027KT 9999 ///////// 13/10 Q1022 W13/H17
EHHW,2020-05-23 18:55,55.40,48.20,76.66,250.00,24.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231855Z AUTO 25024KT 9999 NSC 13/09 Q1019
EHVL,2020-05-23 18:56,51.80,48.20,87.47,240.00,27.00,0.00,30.12,M,3.11,M,FEW,FEW,BKN,BKN,1300.00,1500.00,4800.00,5400.00,-SHRA +DZ,M,M,M,M,M,M,M,EHVL 231856Z AUTO 24027KT 5000 -SHRA +DZ FEW013 FEW015CB BKN048 BKN054 11/09 Q1020 WHT
EHKD,2020-05-23 19:03,57.20,48.20,71.83,270.00,16.00,0.00,30.15,M,6.21,26.00,FEW,SCT,OVC,M,1600.00,2300.00,5400.00,M,M,M,M,M,M,M,M,M,EHKD 231903Z AUTO 27016G26KT 220V310 9999 FEW016CB SCT023 OVC054 14/09 Q1021 WHT
EHKD,2020-05-23 19:07,55.40,48.20,76.66,270.00,15.00,0.00,30.18,M,6.21,M,SCT,FEW,BKN,OVC,1700.00,1800.00,2000.00,5400.00,M,M,M,M,M,M,M,M,EHKD 231907Z AUTO 27015KT 230V310 9999 SCT017 FEW018CB BKN020 OVC054 13/09 Q1022 WHT
EHVL,2020-05-23 19:10,51.80,48.20,87.47,230.00,20.00,0.00,30.12,M,6.21,M,FEW,FEW,SCT,BKN,1000.00,1500.00,5200.00,5700.00,-RA,M,M,M,M,M,M,M,EHVL 231910Z AUTO 23020KT 9999 -RA FEW010 FEW015CB SCT052 BKN057 11/09 Q1020 BLU
EHFS,2020-05-23 19:25,59.00,46.40,62.92,240.00,26.00,0.00,30.24,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231925Z AUTO 24026KT 9999 NSC 15/08 Q1024
EHRD,2020-05-23 19:25,57.20,48.20,71.83,240.00,18.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 231925Z AUTO 24018KT 210V010 9999 NSC 14/09 Q1023 NOSIG
EHEH,2020-05-23 19:25,60.80,39.20,44.76,250.00,10.00,0.00,30.27,M,6.21,M,SCT,SCT,M,M,5400.00,7000.00,M,M,M,M,M,M,M,M,M,M,EHEH 231925Z AUTO 25010KT 210V290 9999 SCT054 SCT070 16/04 Q1025 BLU
EHBK,2020-05-23 19:25,59.00,35.60,41.42,250.00,10.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 231925Z AUTO 25010KT 210V310 9999 NCD 15/02 Q1025 NOSIG
EHDL,2020-05-23 19:25,57.20,44.60,62.69,240.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,M,EHDL 231925Z AUTO 24010KT 190V280 9999 FEW075 14/07 Q1023 BLU
EHGG,2020-05-23 19:25,57.20,42.80,58.52,250.00,12.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGG 231925Z AUTO 25012KT 220V290 9999 NSC 14/06 Q1021 NOSIG
EHGR,2020-05-23 19:25,59.00,44.60,58.77,250.00,7.00,0.00,30.24,M,6.21,M,FEW,M,M,M,7900.00,M,M,M,M,M,M,M,M,M,M,M,EHGR 231925Z AUTO 25007KT 9999 FEW079 15/07 Q1024 BLU
EHKD,2020-05-23 19:25,55.40,48.20,76.66,250.00,13.00,0.00,30.18,M,6.21,M,FEW,SCT,BKN,M,1800.00,5800.00,6500.00,M,M,M,M,M,M,M,M,M,EHKD 231925Z AUTO 25013KT 220V280 9999 FEW018CB SCT058 BKN065 13/09 Q1022 BLU
EHLE,2020-05-23 19:25,59.00,44.60,58.77,240.00,15.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 231925Z AUTO 24015KT 210V270 9999 NSC 15/07 Q1023 NOSIG
EHLW,2020-05-23 19:25,57.20,46.40,67.12,250.00,20.00,0.00,30.15,M,6.21,M,FEW,SCT,OVC,M,2800.00,6900.00,9400.00,M,M,M,M,M,M,M,M,M,EHLW 231925Z AUTO 25020KT 210V280 9999 FEW028 SCT069 OVC094 14/08 Q1021 BLU
EHAM,2020-05-23 19:25,57.20,46.40,67.12,240.00,19.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 231925Z 24019KT CAVOK 14/08 Q1023 NOSIG
EHAK,2020-05-23 19:25,53.60,46.40,76.50,240.00,32.00,0.00,29.94,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 231925Z AUTO 24032KT 9999 NSC 12/08 Q1014
EHDV,2020-05-23 19:25,53.60,44.60,71.45,250.00,20.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231925Z AUTO 25020KT //// // ///////// 12/07 Q1017 RE//
EHFD,2020-05-23 19:25,53.60,46.40,76.50,0.00,0.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 231925Z AUTO 00000KT 9999 NSC 12/08 Q1016
EHFZ,2020-05-23 19:25,55.40,46.40,71.64,230.00,21.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231925Z AUTO 23021KT 9999 NSC 13/08 Q1018
EHJA,2020-05-23 19:25,55.40,46.40,71.64,240.00,25.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231925Z AUTO 24025KT 9999 NSC 13/08 Q1018
EHVK,2020-05-23 19:25,59.00,41.00,51.18,250.00,10.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVK 231925Z AUTO 25010KT 220V300 9999 NCD 15/05 Q1024 BLU
EHVL,2020-05-23 19:25,53.60,48.20,81.87,230.00,23.00,0.00,30.12,M,6.21,M,FEW,SCT,OVC,M,1500.00,9300.00,9800.00,M,M,M,M,M,M,M,M,M,EHVL 231925Z AUTO 23023KT 9999 FEW015CB SCT093 OVC098 12/09 Q1020 REDZ BLU
EHWO,2020-05-23 19:25,59.00,42.80,54.86,250.00,13.00,0.00,30.27,M,6.21,M,SCT,BKN,M,M,19000.00,24000.00,M,M,M,M,M,M,M,M,M,M,EHWO 231925Z AUTO 25013KT 220V280 9999 SCT190 BKN240 15/06 Q1025 BLU
EHQE,2020-05-23 19:25,55.40,48.20,76.66,200.00,22.00,0.00,30.15,M,4.35,M,FEW,FEW,M,M,0.00,1700.00,M,M,-RADZ,M,M,M,M,M,M,M,EHQE 231925Z AUTO 20022KT 7000 -RADZ FEW000 FEW017CB 13/09 Q1021 RERA REDZ
EHJR,2020-05-23 19:25,55.40,46.40,71.64,270.00,24.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231925Z AUTO 27024KT //// // ///////// 13/08 Q1020 RE// W12/H18
EHKV,2020-05-23 19:25,55.40,46.40,71.64,250.00,23.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231925Z AUTO 25023KT 9999 NSC 13/08 Q1021
EHMA,2020-05-23 19:25,59.00,48.20,67.33,250.00,24.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 231925Z AUTO 25024KT 9999 NSC 15/09 Q1020
EHMG,2020-05-23 19:25,53.60,48.20,81.87,230.00,30.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231925Z AUTO 23030KT 9999 NSC 12/09 Q1020
EHPG,2020-05-23 19:25,55.40,50.00,81.99,230.00,30.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231925Z AUTO 23030KT 9999 NSC 13/10 Q1021
